name;address;description;image;link;contact;likes
le Culture Bière;65, avenue des Champs-Elysées, 75008, Paris, France;"Etablissement fermé
Grand espace de 1 000 m2, style loft new-yorkais, dédié à la bière. Il s'étale sur 3 niveaux et comprend 1 boutique, 1 salon à bière qui fait restaurant, 1 salle lounge au sous-sol avec 1 grand bar qui peut faire office de dance floor et une galerie.";;http://www.parisbouge.com/place/399;;21
Bateau Les Flots;Quai de la Rapée, 75012, Paris, France;"Restaurant la journée, qui ouvre sa cale la nuit pour devenir un petit club dans le cadre d'événements privés. Terrasse sur le pont du bateau pour prendre l'air.
Le bateau se situe entre le pont Charles de Gaulle et le pont de Bercy.";;http://www.parisbouge.com/place/404;;55
Le Bizen;111, rue Réaumur, 75002, Paris, France;"Le Bizen est un restaurant club situé près des Grands Boulevards. Le Bizen accueille les noctambules parisiens. Le Bizen propose des soirées à thèmes et des afterworks. Ambiance lounge sur fond de tubes électro actuels sont au rendez-vous au Bizen ! Le Bizen propose des plats simples comme la souris d’agneau ou le confit de canard, histoire de se restaurer un peu avant de retourner danser sur la piste du dancefloor. 
Le Bizen vous accueille tous les jours. 
Comptez entre 50€ et 70€ pour les menus du Bizen.";http://a5.parisbouge-res.cloudinary.com/image/upload/s--mblfsy_h--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/a3nvbtkngdbfgswzv0fu.jpg;http://www.parisbouge.com/place/409;;24
le Baron;6, avenue Marceau, 75008, Paris, France;"Le Baron est la révélation 2005 : pourquoi ? Parce que le Baron est un ghetto intimiste pour bobos branchés avec une musique très accessible et d'excellents cocktails. Le tout Paris s'y trouve. Le Baron n'est pas très grand donc souvent rempli.
Ouvert du lundi au dimanche.";http://a3.parisbouge-res.cloudinary.com/image/upload/s--jeTFOHqe--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/mi48ucqo1mpfcmxikbfj.jpg;http://www.parisbouge.com/place/415;;67
Le Showcase;pont alexandre III, 75008, Paris, France;"Nouvelle D.A, nouvelle identité visuelle, nouveau site internet… 
en 2010, le Showcase révèle sa personnalité. 
Le Showcase reste une salle emblématique sur la scène parisienne. En seulement 3 ans le lieu a su s’imposer comme un club incontournable dans la nuit parisienne, tant par les artistes qui y ont joué, que par sa faune ou son espace exceptionnel. Pour 2010, que des nouveautés. 
La programmation du lieu, assurée par une toute jeune équipe de DA, se veut dorénavant le point de rencontre de toutes les communautés de la nuit. Pas de tintamarre ou de bazar incontrôlable ! Les vendredis seront plus généralistes et les samedis laisseront la place aux révélations, à un underground sexy et à la portée de tous. Le Showcase célébrera autant les artistes populaires que les nouveaux horizons musicaux. Mélanger les communautés, faire qu’elles ne soient plus qu’une dans un objectif commun… la fête évidemment.";http://a5.parisbouge-res.cloudinary.com/image/upload/s--4w7jZ18n--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/mbbbklhp3dwgwe6xpjxv.jpg;http://www.parisbouge.com/place/417;;203
Bobino;14, rue de la Gaîté, 75014, Paris, France;Scène mythique de Paris, Bobino est revenue à sa vocation première : salle de spectacle accueillant tous les arts de la scène : concerts, one man show, danse, show-case, théâtre, humour). Edith Piaf, Coluche, Barbara, Joséphine Baker, Amy Winehouse, Rickie Lee Jones ou encore Patrick Timsit, nombreux sont les artistes de talents qui ont contribué à la renommée de la salle.;http://a1.parisbouge-res.cloudinary.com/image/upload/s--CAHh6ZXQ--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/m0sju32slymzo3ph28pn.jpg;http://www.parisbouge.com/place/422;820009000;31
La Java;105 rue du Faubourg du Temple, 75010, Paris, France;;http://a1.parisbouge-res.cloudinary.com/image/upload/s--LaQwMW2g--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/lsweazr1lyeqqyi7w3vw.jpg;http://www.parisbouge.com/place/424;;30
Le Social Club;142, rue montmartre, 75002, Paris, France;"Eclectique, ouvert et curieux, le Social Club, accueille depuis plus d'un an, DJs, concerts & aftershows (électro, rock, jazz, hip-hop...).
Une seule vocation pour le Social Club : décloisonner les styles, les genres et donc les publics.
Le Social Club a élu domicile au coeur de Paris, dans un lieu marqué par l'histoire qui était autrefois occupé par les imprimeries d'où sortira le quotidien l'Aurore, dans lequel George Clémenceau publiera le célèbre « J'accuse » d'Emile Zola. Un héritage d'engagement, que l'équipe de programmation artistique du club prend très au sérieux en proposant chaque soir le meilleur, la diversité et la nouveauté.
Une volonté artistique qui ne se résume pas qu'à la musique.
Conçu par le collectif d'architectes EXYZT, le Social Club nous embarque dans un univers rétro futuriste.
L'identité visuelle ainsi que magazine sont quant à eux imaginés & réalisés par Laurent Fetis.";http://a5.parisbouge-res.cloudinary.com/image/upload/s--u1UHgh1T--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/ihmsskanuanrur03lbve.jpg;http://www.parisbouge.com/place/425;;236
Le Tigre;5, rue Molière, 75001, Paris, France;"Depuis septembre 2009, l'Alternative se fait désormais appeler le Tigre. C'est un petit club intime au cœur de Paris (quartier Louvre Opéra), petite piste et coin canapés pour s'avachir. Le Tigre est en plein dans la sempiternelle tendance parisienne des clubs de moins de 200 personnes pour plus d'intimité.
Tenue branchée et ""happy face"" obligatoire pour entrer et venir écouter les dj's qui y viennent mixer. Programmation rock, généraliste ou dj set de bands.
Le Tigre est ouvert du mercredi au dimanche.";http://a3.parisbouge-res.cloudinary.com/image/upload/s--8cSZKvPo--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/ilf07ard5k49w5icbkxv.jpg;http://www.parisbouge.com/place/426;142963327;28
Bagatelle;42, route de Sèvres, 75016, Paris, France;Restaurant sympa, en famille ou pour un dîner d'affaire, mais on a sélectionné cet endroit pour les soirées Institut Bonheur en plein air les week-ends d'été. Soirées très branchées et sélectes, qui commencent souvent par un buffet (sur réservation).;http://a3.parisbouge-res.cloudinary.com/image/upload/s--uDZTBMeZ--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/zrtwyu8d0oxorxkjvmgl.jpg;http://www.parisbouge.com/place/428;;24
Le Chacha Club;47, rue Berger, 75001, Paris, France;"Établissement polyvalent bien pratique quand on veut dîner, boire et danser. Le Chacha club est un resto bar club cosy, taillé dans un appartement avec une très belle déco. Nombreuses pièces, salons et alcôves pour se mélanger ou rester intime. Bcp de buzz sur l'endroit depuis l'été 2008, mais pour la partie club, la qualité de service au restaurant a malheureusement été délaissé, sûrement dépassé par le succès du club.
La programmation musicale reste branchée et actuelle.
Le Chacha Club est ouvert du mardi au samedi, de 20h à l'aube.
Restauration jusqu'à minuit.";http://a5.parisbouge-res.cloudinary.com/image/upload/s--ine6PQC7--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/e2va7qjcjtlhfij97aqf.jpg;http://www.parisbouge.com/place/432;140131212;57
L'Experimental Cocktail Club;37, rue Saint Sauveur, 75002, Paris, France;Nouveau dans le quartier Montorgueil dans le 2ème arrondissement de Paris, l'Experimental Cocktail Club est, comme son nom l'indique, un bar à cocktails. Si vous voulez tous les goûter, il faudra y aller souvent ! La carte change régulièrement. En plus de boire des cocktails la semaine jusqu'à 2h, on peut danser à l'Experimental Cocktail Club jusqu'à 5h, les vendredis et samedis. Un endroit parfait... pour faire la fête !;http://a5.parisbouge-res.cloudinary.com/image/upload/s--I0_pcgUB--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/rfjmjmhvt7r4htzbrw3x.jpg;http://www.parisbouge.com/place/435;145088809;30
L'Hôtel Costes;239 rue Saint-Honoré, 75001, Paris, France;"Hôtel Costes est la maison mère du royaume des Costes et se situe rue Saint-Honoré. A l’initiative de cet établissement donc, les frères Costes. Ils ont fait appel au designer et architecte Jacques Garcia pour donner un style unique à leur enseigne. Résultat : un endroit « branchouille » dans lequel se bouscule comédiens, artistes et autres personnalités des médias. Dans une atmosphère relaxante, on peut y déguster cocktails et autres boissons rafraîchissantes au bar de l’Hôtel Costes. Côté musique, des sons mixés par le fameux Stéphane Pompougnac sont passés en continu. En résumé, tout est fait pour apporter plaisir et glamour sans retenue aucune… sauf peut-être celle de la carte de crédit !
Le Bar de l'Hôtel Costes est ouvert tous les jours de 8H à 2H du matin.";;http://www.parisbouge.com/place/437;142445025;31
Le Georges;Centre Georges Pompidou, 75004, Paris, France;"Un resto Costes parmi tant d'autres, celui-ci a la particularité d'offrir une des plus belles vues de Paris avec son rooftop, et une très belle terrasse. Pour la carte, une grande variété de poissons ou de viandes, très bon. Avec tout ça, l'addition est forcément salée, alors on vous conseille de juste aller boire un verre au moins pour profiter du cadre arty et contemporain qu'offre le restaurant Le Georges du Centre Pompidou. 
Le Georges est ouvert tous les jours de 11h à 1h. Fermé le mardi, en même temps que le musée.";http://a3.parisbouge-res.cloudinary.com/image/upload/s--xSvvEgRe--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/aelbky0yuthki0py3n04.jpg;http://www.parisbouge.com/place/453;144784799;26
L'Avenue;41, avenue Montaigne, 75008, Paris, France;"Le Costes de l'avenue Montaigne, est ce qu'on appelle une brasserie moderne dans un décor chic signé comme souvent, Jacques Garcia. Si vous aimez manger au milieu des gens des médias, de la mode et du cinéma, c'est la bonne adresse. Restauration non stop. Grande terrasse, chauffée l'hiver. L'Avenue est une brasserie branchée qui attire Parisiens chics et touristes aisés... Il faut compter à partir d'environ 40 € par personne.
La brasserie L'Avenue est ouvert tous les jours de 8h à 2h, restauration non stop à partir de midi.";;http://www.parisbouge.com/place/484;140701491;27
l'Hôtel Amour;8, rue de Navarin, 75009, Paris, France;"Quelques tables dans un petit jardin en plein cœur de Paris, à deux pas de la rue des Martyres et de Pigalle pour ce restaurant branché, monté par l'équipe du Baron : Lionel & André associé aux Costes (encore?), inutile d'en dire plus, Costes plus Baron, vous imaginez très bien l'ambiance. Un QG mondain, pour manger ou boire un verre ou dormir d'ailleurs, c'est un hôtel au départ, possibilité de réserver à l'heure ou à la nuit, au passage. ;-) Chaque chambre à été décorée par un un artiste de renommée comme André, Marc Newson ou Sophie Calle
Ouvert tous les jours, de 8h à 6h du matin.
Service non stop de midi à 23h30.";http://a5.parisbouge-res.cloudinary.com/image/upload/s--0xSUQbiQ--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/u6nt5mnjyygtrcc4inz1.jpg;http://www.parisbouge.com/place/495;148783180;46
Joe Allen;30, Rue Pierre Lescot, 75001, Paris, France;"Typiquement New-Yorkais, on vient chez Joe Allen pour manger comme si on était aux USA. Burgers, salades Caesar, BBQ Ribs, baggles et surtout pour son brunch, même si le bacon cheese burger avec ses superbes frites maison, ou les quesadillas restent des valeurs sûres. Anti calories s'abstenir.
Joe Allen Paris vous accueille tous les jours de midi à 2h du matin.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--DGKxCCWj--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/tzqjrb924tnkqso2kyj0.jpg;http://www.parisbouge.com/place/512;14236701;28
le China;50, rue de Charenton, 75012, Paris, France;"Le China est un restaurant esprit ""Chine des années 20"", calme et intime. La cuisine cantonaise est assez savoureuse. Mais on y viendra surtout pour boire un verre plutôt que de se ruiner au resto, car le China est un excellent bar à cocktails. Vous pouvez aussi vous affaler dans les fauteuils du fumoir, au 1er étage, ou vous rendre au piano-bar du sous-sol.
Ouvert tous les jours de 19h à 00h pour le restaurant et jusqu'à 1h pour le bar.";;http://www.parisbouge.com/place/517;143460809;24
La Plage Parisienne;port de Javel haut, 75015, Paris, France;"La Plage, façon Deauville avec ses planches, fait partie de ces endroits où l'on vient avant tout pour le cadre, un restaurant ""les pieds dans l'eau"" en plein Paris, très apprécié dès le retour des beaux jours. En plus d'être une terrasse avec une vue magnifique, c'est également un restaurant. Pour un repas d'affaire ou un tête à tête amoureux, venez profitez de la cuisine moderne et raffinée face au va et vient des bateaux mouches.
Brunch le dimanche de 12h00 à 16h00
Comptez 25 € pour déjeuner, 50 € pour dîner.
Ouvert du lundi au samedi de 20h00 à 23h00 pour le restaurant, et de 18h00 à 02h00 pour le bar
Ouvert également tous les jours sauf le samedi de 12h00 à 15h00";http://a3.parisbouge-res.cloudinary.com/image/upload/s--1ORQAspT--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/ixlmn1gkiuyuujovk3mr.jpg;http://www.parisbouge.com/place/522;140594100;23
Le Fumoir;6 rue de l'Amiral Coligny, 75001, Paris, France;"Royalement implanté aux abords du Louvre, Le Fumoir est un endroit authentique avec ses allures de boudoir, une déco feutrée, de hauts plafonds et un bar implanté directement de la Nouvelle-Orléans. On y va typiquement le dimanche après-midi et plus particulièrement l'hiver, histoire de refaire le monde entre amis ! Ou l'été pour se prendre pleine face les doux rayons du soleil, en fin d'après-midi (pas de terrasse, juste un bout de trottoir alors il faut être vif au jeu de la chasse aux tables ! Oubliez d'y manger, il y a beaucoup mieux aux alentours... Clientèle chic et cosmopolite, pas mal étrangère aussi, pour un lieu chic et cosy.
Brunch : 21 €, menu : 50 à 60 € / personne
Ouvert tous les jours de 11h à 2h.";http://a5.parisbouge-res.cloudinary.com/image/upload/s--9v0hj9G7--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/w8dvsm8axfco8h1nzygu.jpg;http://www.parisbouge.com/place/606;142920024;22
Chez Moune;54, rue Pigalle, 75009, Paris, France;"Chez Moune est un ancien cabaret féminin de Pigalle, très populaire depuis 1936. Cet établissement a été repris en 2008 pour devenir un mini club mixte où la musique est éclectique, branchée et pointue.
Chez Moune est ouvert du mercredi au samedi de 00h00 à 06h00. L'entrée est gratuite les mercredis et jeudis et de 10 euros avec une consommation les vendredis et samedis.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--Q18GcgQ0--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/fmg5e4vl1mnzbp8dn2f2.jpg;http://www.parisbouge.com/place/611;967502844;30
Le Magnifique;25, rue de Richelieu, 75001, Paris, France;"Dans un quartier qui semble souvent calme la nuit, le Magnifique a ouvert ses portes début octobre 2008 et a vite créé le buzz.
Le Magnifique est un bar, ou un mini-club conçu comme un appartement cosy et élégant. Un fumoir d’esprit Emmanuelle complète l’ensemble du club Le Magnifique.
Si vous avez une petite faim, un maître sushi est à votre service. 
Programmation musicale seventies.
Le Magnifique est ouvert du mardi au samedi de 20h à 6h";http://a1.parisbouge-res.cloudinary.com/image/upload/s--J550C6Hx--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/lgu8n0ptz5g3xsagnspw.jpg;http://www.parisbouge.com/place/612;142607080;25
Le VIP Room Theater;188 bis Rue de Rivoli, 75001, Paris, France;"Le VIP Room a déménagé ! Lieu ? l'ancienne Scala de la rue de Rivoli. A coup de gros travaux on n'y reconnaît plus que les mezzanines. Ça brille, c'est noir laqué, ça sent le champagne et le pognon, le VIP Room est de retour avec toujours à sa tête, Jean Roch. Même si la rue de Rivoli est moins prestigieuse (ça se discute) que les Champs-Elysées, Jean Roch a tout gagné avec le déménagement du VIP Room, fini les ""cailleras"" qui rodent à la sortie du club, fini les touristes...
Ouvert les jeudis, vendredis, samedis et veilles de fête.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--agKHEE4o--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/itrsa8z9yxcawn9ejp7g.jpg;http://www.parisbouge.com/place/613;158364600;51
Le Neo;23, rue de Ponthieu, 75008, Paris, France;"Un des multiples club VIP de la rue de Ponthieu, certainement l'un des plus selects aussi. L'endroit n'est pas très grand, la porte est serrée et la clientèle chic et/ou branchée, tout comme la musique.
Le Neo est ouvert les jeudis, vendredis, samedis et veilles de jours fériés.
Fumoir et service voiturier.
Pas de réservation.";;http://www.parisbouge.com/place/614;142255714;23
Le Ritz Bar - Bar de l'Hôtel du Ritz;38, rue Cambon, 75001, Paris, France;"Au cœur du Ritz, le Ritz Bary, bar à cocktails, suit son temps. Il accueille une clientèle branchée venue boire un ""drink"" dans une ambiance électro. Derrière les platines, les dj's de la hype parisienne s'y relaient. Le bar dispose d'un accès vers une magnifique terrasse pour les beaux jours. Bienvenue dans le chic et le luxe avec le Ritz Bar !";;http://www.parisbouge.com/place/617;143163364;28
Le Coeur Fou;55, rue Montmartre, 75002, Paris, France;"Le Coeur Fou est un de ces petits bars à cocktails tant appréciés dans ce quartier du Sentier, à l'ambiance de ""village dans la ville"". Il se situe dans l'agréable rue piétonne, rue de Montmartre. Le Coeur Fou est un assez petit endroit, à l'univers tout blanc, parquet et petit estrade au fond du bar, un long et authentique comptoir de bar de quartier et quelques tables en devanture, pour l'été. On y retrouve une ambiance cool, jeune, bobo et branchée, un endroit sûr pour son animation et sa convivialité !
Le Coeur Fou est ouvert de 17h à 2h, tous les jours. Pinte à 5,50 €, cocktails à 8 €, softs à 4 €, planche charcuterie/fromage à 7,50 €.";;http://www.parisbouge.com/place/620;142330498;20
Le Bound;49-51 avenue Georges V, 75008, Paris, France;"Le Bound est un bar-lounge-resto qui se dit « chic et tendance ». Sa déco est originale, la preuve en est, un imposant bar rose métallisé domine la pièce principale et dans des alcôves sont encastrées des écrans plasmas diffusant des tableaux post-modernes. Cerise sur le gâteau, les pièces sont séparées par des rideaux de perles. Au Bound se réunissent les aficionados de cocktails mais aussi de plats légers, originaux et de sushis. Le tout est à savourer sous une fine pluie de décibels à tendance rock et hype. Le Bound propose également une formule brunch tous les dimanches. 
Compter entre 60 € et 86 € pour un menu le soir au Bound. 
Le Bound est ouvert tous les jours de 9h à 2h du matin et le dimanche un brunch est proposé de 11h30 à 16h.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--ywaO9w4l--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/qlsgagydkmksbhzmrdpf.jpg;http://www.parisbouge.com/place/639;153678460;29
Les Disquaires;6, rue des Taillandiers, 75011, Paris, France;"Les Disquaires c'est un grand bar aux tarifs abordables (3€ le demi) et aux cocktails savoureux ! 
Une scène d'où les musiciens balancent des grooves tout droit venus de Chicago, New-York ou La Nouvelle Orléans.
Une salle en contrebas pour s’éclater sur des rythmes qui font « yeah » ! et un fumoir digne de ce nom.
Des concerts, des vinyles, et une bonne ambiance, tous les soirs du mardi au samedi.
Du mardi au samedi de 18h à 2h
Concerts à 20h00, Djs à partir de 22h
Entrée libre";http://a2.parisbouge-res.cloudinary.com/image/upload/s--v1ivJu0a--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/dh5uoxknkc0jvahsiszh.jpg;http://www.parisbouge.com/place/648;140219460;27
la Mécanique Ondulatoire;8, passage Thiéré, 75011, Paris, France;;;http://www.parisbouge.com/place/649;143551674;23
l'Orange Mécanique;72 bis, rue Jean-Pierre Timbaud, 75011, Paris, France;"Avec son nom à la Kubrick, l'Orange Mécanique est un de ces bars parfaits pour boire un verre tranquillement entre amis avant d’aller lever les bras sur les dance floors du quartier. Ses atouts : une déco digne de l'appart d'Austin Power, une musique plutôt rock, indie pop pour être plus précis, et des consos à prix d'amis, les pintes et les caïpi sont a 4 € ! 
Ouvert du lundi au samedi de 18h à 2h.";;http://www.parisbouge.com/place/651;954435502;27
l'International;5-7, rue Moret , 75011, Paris, France;"L'International est une petite salle de concert situé à deux pas de la rue Oberkampf où vous y découvrirez de nombreux nouveaux talents que ce soit du rock, du folk, de la world music, de l'électro ou bien même des Dj's. L'entrée est libre, les demis sont vraiment pas chers (3€).
Ouvert tous les jours de 18h à 02h.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--bBqjLVZt--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/wdj1a87xofldxijpslip.jpg;http://www.parisbouge.com/place/652;149297645;28
Le Dada;12, avenue des Ternes, 75017, Paris, France;"Le Dada, c'est à la base, le vrai bar de quartier un peu grossier et sans prétention... mais quelle surprise quand on s'aperçoit que ce bar où l'on imagine juste le type du coin aller y boire son café au comptoir le matin, se transforme en une véritable fourmillière de costards-cravates le jeudi soir, dès 18h. Le trottoir se noircit au fur et à mesure que la foule des clients grossit, à tel point que l'avenue des Ternes en est littéralement envahie, ne pensez même pas traverser la sympathique petite rue Poncelet qui jouxte le bar ! Allez-y clairement pour l'apéro, l'été ! La bouffe est lourde, grasse et typiquement brasserie, pas grand choix en plus. Mêlez-vous dans la foule des trentenaires surexcités à l'idée de retrouver leurs cercles d'amis autour d'1,2,3 verres, et plus si affinités ! Le Dada, c'est clairement un endroit de rencontres ultra convivial, le gérant du bar a le type baroudeur, les serveurs n'hésitent pas à vous bousculer pour tenter de rejoindre et servir une table, y'a du ""chaud devant"" à tout va ! Il ne faut pas être agoraphobe, c'est blindé et ca bouscule de partout ! Mais qu'à cela ne tienne, on joue des coudes, on garde le sourire et on s'y sent si bien finalement ! Un point noir quand même : insupportable de se faire piétiner et crier dessus, pendant près de 15 mn au comptoir, juste pour tenter de récupérer son verre, ca énerve et surtout, ca décourage !
Blindé les jeudis soirs après le taff.
Le dada est ouvert de 8h jusqu'à 2h du lundi au samedi, et jusqu à 20h le dimanche.";;http://www.parisbouge.com/place/659;143806012;23
l'Hôtel Kube;1-5, passage Ruelle, 75018, Paris, France;;;http://www.parisbouge.com/place/663;142052000;23
Le Mama Shelter;109, rue de Bagnolet, 75020, Paris, France;"Mama Shelter fait partie de ces endroits conceptuels très tendance à Paris, qui se veulent des ""espaces pluriels"". il s'agit donc là d'un hôtel-restaurant-bar-cantine, créé à l'initiative de la famille Trigano (Club Med), Philippe Starck et Roland Castro pour l'architecture et le très réputé chef Alain Senderens pour la carte. Le Mama Shelter (""l'abri de maman"") est un refuge urbain qui se veut très cool, avec des murs en ardoises gribouillés à la craie, des chaises de cantine, on y mange au coude à coude avec ses voisins de tablée, autour de grands comptoirs. La clientèle est plus bobo branchée que celle du quartier... qu'à cela ne tienne ! on ne regrette pas d'y être venu pour le parmentier de confit de canard à 15 € ou bien le délicieux croque-mama. A noter aussi : vous pouvez réserver une des chambres de l'hôtel à la déco Starck, pour un tarif minimum de 80 €, un must !
Le Mama Shelter est ouvert tous les jours de 6h à 23h";http://a5.parisbouge-res.cloudinary.com/image/upload/s--PZUlWuGW--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/cjl3kk6lphjngwuumdj3.jpg;http://www.parisbouge.com/place/668;143792355;49
La Gare;19, chaussée de la Muette, 75016, Paris, France;"La Gare, c'est... une vraie gare ! Anciennement, la gare de la station ""Passy - La Muette"". 500 m2 de surface et 185 places sur la sublime terrasse. Hallucinant d'espace, hauteur de plafond, murs en brique rouge, voilà ce qui fait l'intérêt de ce lieu à la clientèle très ""16e-ouest parisienne""! La carte est inventive et les plats savoureux : carpaccio d'espadon, fraîcheur de crabe et d'avocat, pièce de boeuf ""Black Angus"", tiramisu à la cerise, panacotta d'ananas....
Menu : 22 € le midi - 33 € le soir
A La carte : comptez 50 € par personne
Brunch (buffet XXL) tous les dimanches : 35 €
La Gare est ouvert de 12h à 2h 7 jours sur 7";http://a2.parisbouge-res.cloudinary.com/image/upload/s--A_Egqxwu--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/zix4arlwhml2iykazzfv.jpg;http://www.parisbouge.com/place/672;142151531;29
le Tsé;78, Rue d'Auteuil, 75016, Paris, France;"Comme pour l'Impala Lounge ou le Latina Café, le groupe Bertrand a conçu le Tsé avec une thématique dite ""ethnique"", bien que le lieu soit installé dans l'ancienne gare d'Auteuil. Cela lui donne une atmosphère à la fois décalée et ultra classique, Le Tsé reste un must de ces endroits ""lounge/branchés"" où il faut être vu. Déco aux inspiratons orientales (lit tibétain, paravent chinois), Le Tsé se veut pourtant sobre et raffinée et propose beaucoup de plats à saveurs exotiques (gambas à l'ananas et mousseline d'avocat, pour les desserts : mi-cuit au chocolat relevé d'une pointe de jasmin ou glace au thé vert saupoudrée de biscuit, façon crumble,). La carte de cocktails est riche aussi et ces derniers sont toujours présentés avec des fleurs exotiques au rebord du verre. Conseil : goûtez le ""Soleil Levant"" ! Le Tsé se définit comme l'un de ses endroits soi-disant sélect et mélange curieusement plusieurs ambiances : il faut y aller pour dîner en amoureux, plusieurs salles en demi-étage sont à votre disposition, pour y boire un verre entre amis le soir. Malgré sa situation dans ce quartier huppé du 16e arrondissement, on y trouve une ambiance somme toute, relativemnt conviviale. Il faut aussi y bruncher l'été et profiter de sa splendide terrasse très bien exposée. Les serveurs respectent le dress code : costume + cravates noirs et chemise blanche, customised by Kenzo, svp ! mais ils savent garder le sourire et malgré toute la ""snob attitude"" qui se dégage de cet endroit, quand on y pose un pied, on y est très chaleureusement accueillis.
Comptez environ 50€/personne avec le vin pour la restauration. Brunch 20€
Le Tsé est ouvert tous les jours de 10h00 à 04h00";http://a1.parisbouge-res.cloudinary.com/image/upload/s--vULPQWWV--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/rcozqcebgk3kdoc6mu4s.jpg;http://www.parisbouge.com/place/676;140711190;32
Angelina;226, rue de Rivoli, 75001, Paris, France;"Angelina est l'un des salons de thé les plus réputés de Paris, une décoration à l'ancienne digne du quartier. Comme tout endroit, il faudra éviter les heures de pointe. On vous conseillera l'Africain, ce magnifique chocolat chaud, très épais. Quelques pâtisseries valent également le détour dont le Mont Blanc, mais on a souvent été déçu par les viennoiseries, la rançon du succès surement, dommage car au prix que ça coûte ...
Ouvert tous les jours de 8h à 19h, et à partir de 9h le week-end.";http://a1.parisbouge-res.cloudinary.com/image/upload/s--TYRR67Om--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/ipyspbhr335wuzl1hqzy.jpg;http://www.parisbouge.com/place/678;142608200;20
Le Panic Room;101 rue Amelot, 75011, Paris, France;"La Panic Room a changé de main et laisse place au nouveau Panic Room. Le Panic Room est un bar situé dans le 11ème arrondissement de Paris qui est dédié à toute la faune nocturne, amateurs de bon cocktails et de bières fraiches, mais surtout de musiques électroniques et agitées ! Pour les noctambules qui ont envie de faire la fête : direction le Panic Room. 
Le Panic Room est ouvert du lundi au samedi de 18H30 à 1H45";;http://www.parisbouge.com/place/682;158309343;36
Rosa Bonheur;parc des Buttes Chaumont, 75019, Paris, France;"Au parc des Buttes-Chaumont dans le 19ème arrondissement de Paris, le pavillon Weber devient Rosa Bonheur et vous reçoit dans la joie et la bonne humeur à partir du Printemps 2009.
Comment venir au restaurant- bar Le Rosa Bonheur ? 
Jusqu'à 22h, l'entrée est libre par toutes les entrées du parc.
Après 22h, présentez-vous aux grandes grilles à côté de la station de métro Botzaris et dîtes ""Rosa Bonheur"" au portier.";http://a4.parisbouge-res.cloudinary.com/image/upload/s--X1TgK--T--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/r46fbl9yoikxg0ogudya.jpg;http://www.parisbouge.com/place/685;142000045;37
Le Scopitone;5, avenue de l'Opéra, 75001, Paris, France;"NDLR : Depuis septembre 2011 le Scopitone s'appelle le Scop Club, se référer a la fiche du Scop Club pour plus d'information.
Le Scopitone est le nouveau lieu de concerts et de Dj set.
Comme ils aiment à le dire là bas ""on y mange, on y écoute et on y voit"".
Ouvert de 19h à 05h, cette salle accueille de nombreux concerts rocks, électro-rock ou folk et peut aussi bien vous faire découvrir de nouveaux groupes comme programmer des lives bien connus.
Et du jeudi au samedi, le Scopitone ferme à 5h donc... beaux plateaux de Djs, fêtes de labels, ou anniversaires de magazines, ils ne lésinent pas sur le programme ! 
La décoration noire vous met tout de suite dans une ambiance rock et leur emblème, Beethoven, garde toujours un oeil sur vous.
Le Scopitone est ouvert du lundi au mardi de 19h à 2h et du mercredi au samedi de 19h à 5h.";http://a1.parisbouge-res.cloudinary.com/image/upload/s--vvKRdPqv--/c_fill,fl_progressive,h_200,w_200/f_auto,q_80/tkmuwjjxlh23wchohen1.jpg;http://www.parisbouge.com/place/701;142606445;21
