categorie;link;address;contact;description;image;price;name;hours
Original;http://www.oubruncher.com/brunch-milk-mum-in-her-little-kitchen-75017-2807.php;63 rue Guy Môquet;172380422;"Si vous êtes nostalgique des 50-70's ou que vous auriez aimé vivre en cette joyeuse période des Trente Glorieuses, le troisième Milk, Mum In Her Little Kitchen (acronyme sans ""Her"") est un petit salon de thé du 17ème arrondissement qui vous fera voyager dans le temps. La décoration y est pour beaucoup. Petites tables et chaises Formica, assiettes Duralex en verre trempé ambré et ensemble d'objets kitsch disposés par-ci par-là ont été spécialement chinés par Cyrielle, la gérante, pour décorer l'endroit. En farfouillant dans la grande bonbonnière, pièce centrale du salon, vous pourrez peut-être dénicher un petit quelque chose qui vous rappellera un souvenir d'enfance, et repartir avec. Pour ce qui est du brunch, une cuisine simple mais gourmande et fait maison, comme si votre grand-mère était derrière les fourneaux. Et bien sûr, là aussi la vaisselle est authentique ! On commence avec les tartines de beurre, confiture artisanale et pâte à tartiner bio que l'on pourrait engloutir à la petite cuillère (également à la vente dans la bonbonnière), accompagnées d'un jus de fruit bio, d'une boisson chaude (thé, café ou chocolat) et d'un fromage blanc. Viennent ensuite un petit salé et un petit sucré, qui changent selon les envies de Cyrielle. Pour la rédac' d'OuBruncher c'était crumble saumon épinards et clafoutis thon olives puis cake orange amandes et fondant au chocolat. Vous pourrez aussi bien profiter du brunch à l'intérieur ou en terrasse, mais on a préféré l'intérieur pour vraiment s'imprégner de l'ambiance.";http://www.oubruncher.com/photos1/2807_3.jpg;22.50€;Brunch Milk, Mum in her little kitchen;Horaires du brunch : Semaine (10h00 - 16h00) & Samedi (10h00 - 16h00) & Dimanche (10h00 - 16h00)
Terrasses;http://www.oubruncher.com/brunch-le-relais-du-parc-75016-1213.php;55-57 avenue Raymond Poincaré;144056610;Au coeur du 16ème arrondissement, entre la place Victor Hugo et la place du Trocadéro, le restaurant de l'hôtel Renaissance Paris Le Parc Trocadéro (5 étoiles) propose un brunch très original grâce à une terrasse extrêmement agréable dans un des plus grands jardins intérieurs de Paris (plus de 1 000 m²). Le cadre est très élégant et le service attentionné. Le brunch est proposé sous forme de buffet. La partie petit déjeuner débute avec les boissons à volonté (limonades artisanales, eaux minérales, plusieurs jus de fruits frais, café, thé, chocolat chaud). Tout cela est accompagné de mini-viennoiseries, beignets et chouquettes, d'un assortiment de céréales et de fruits. Le buffet froid est très varié avec : • Rouget en ceviche au lait de coco • Rillette d’oie et tartine Poilane • Saumon mariné à l’aneth • Charcuteries • Tarte de royale de butternut • Coquilles Saint-Jacques rôties aux topinambours • Club sandwich au saumon fumé • Club sandwich au magret fumé • Club sandwich au saumon mariné • Ceasar salade • Onglet de bœuf black angus bio rôtie • Salade de petites seiches • Crémeux de mozzarella,tomates au pesto • Crémeux de chèvre à la tomate • Soupe de butternut glacée • Fromages Ensuite le buffet chaud propose quatre plats : • Magret de canard rôti, sauce aux figues et frites • Fricassée de Saint-Pierre, aux champignons bouton. • Nuggets de poulet, Œufs brouillés. • Lard et saucisses, Rostis Enfin le buffet de desserts est composé de mini-desserts : • Assortiment de patisseries • Oranges en rondelle • Pamplemousse en rondelle • Ananas en rondelle • Salade de fruits;http://www.oubruncher.com/photos1/1213_3.jpg;59.00€;Brunch Le Relais du Parc;Horaires du brunch : Dimanche (12h30 - 15h00)
D'ailleurs;http://www.oubruncher.com/brunch-blue-elephant-75011-12.php;43 rue de la Roquette;147004200;"Le Blue Elephant promet un dépaysement total pour votre sortie dominicale : vous vous retrouverez au milieu d'un véritable village thaï, avec des ponts en bois, des cascades, des bambous et une végétation omniprésente. Le ""brunch"" est ici plutôt un buffet lunch (pas de boisson chaude et de viennoiseries) mais vous ne serez pas déçus, tant la quantité et la qualité sont au rendez-vous. Le premier buffet est dédié aux entrées, avec nems, brochettes marinées, beignets, salade de canard, mini-crêpes, etc. Un second buffet de soupes et de plats chauds vous permettra de poursuivre votre repas avec canard au curry, crevettes sautées, riz, légumes, etc., tous typiques et très fins. Pour finir et s'il vous reste encore un peu d'appétit, un dernier buffet de desserts vous est proposé avec divers fruits (papaye, mangue, litchi, etc.) ainsi que de nombreux gâteaux (gâteau au caramel, à la noix de coco, etc.). Côté ambiance, l'espace buffet est judicieusement placé au point de rencontre de plusieurs salles, toutes plongées dans une ambiance de forêt tropicale. Le service est également très agréable et attentionné.";http://www.oubruncher.com/photos1/12_3.jpg;43.00€;Brunch Blue Elephant;Horaires du brunch : Dimanche (12h00 - 15h00)
Prix;http://www.oubruncher.com/brunch-le-brebant-75009-3468.php;32 boulevard Poissonnière;147700102;Brasserie parisienne incontournable des Grands Boulevards, Le Brébant, c’est un cadre dans l'esprit traditionnel parisien allié à un décor moderne et design. Grand comptoir en bois, immenses miroirs, photos en noir et blanc et éclairage post-industriel… Un endroit chic et branché où l'on aime à se retrouver entre amis ! Ce bar restaurant accueille autant les clubbers que les gourmets, que ce soit en terrasse ou à l’intérieur, sur les banquettes en cuir ou les chaises de café. C’est donc un très bon spot pour aller bruncher le dimanche ! Installez-vous confortablement, et profitez du cadre agréable et du service très sympathique. On vous servira d’abord un jus de fruit pressé, ainsi qu’une boisson chaude, accompagnée des classiques du petit déjeuner à la française : croissant, tartines croustillantes, beurre et confitures de la maison Senequier. Après cela, passons au salé, avec œufs brouillés (bacon, saumon ou nature), petite salade César, et jambon de la Maison Conquet. Vous apprécierez également le pain perdu, la salade de fraises et le fromage blanc de Canut. Vous êtes d'humeur gourmande ? N'hésitez pas à ajouter une jolie pâtisserie maison à votre brunch pour 7€ de plus.;http://www.oubruncher.com/photos1/3468_3.jpg;20.90€;Brunch Le Brébant;Horaires du brunch : Dimanche (11h00 - 16h00)
Enfants;http://www.oubruncher.com/brunch-just-in-75014-48.php;19, rue du Commandant Mouchotte / Pullman Paris Montparnasse – Hall A;144364400;"Le restaurant Justine est situé dans l'hôtel Pullman Paris Montparnasse. Vous y découvrirez ce que l'on appelle le ""Baby Brunch"", assurément le brunch le plus familial de la Capitale avec tout un tas d'animations pour les enfants. Les parents et la famille peuvent pendant ce temps profiter des buffets de pains et viennoiseries, d'entrées (très bonnes et très variées), de fromages et de desserts. Plusieurs plats et accompagnements sont proposés par le chef à volonté. Les jus de fruits sont frais. Le cadre est moderne avec notamment une très agréable baie vitrée. Il est très fortement recommandé de réserver à l'avance.";http://www.oubruncher.com/photos1/48_3.jpg;48.00€;Brunch Just in;Horaires du brunch : Dimanche (12h15 - 15h00)
Buffet;http://www.oubruncher.com/brunch-bastide-blanche-75008-8.php;1 boulevard de Courcelles;140080825;Nouvelles recettes, nouvelle formule, (re)découvrez le brunch de La Bastide Blanche à la sortie du métro Villiers et à quelques pas du Parc Monceau ! Retrouvez tous les basiques du brunch dans la formule buffet à volonté : œufs brouillés, bacon, viennoiseries, jus de fruits, thé et café américain. Pour 29 euros ce restaurant vous propose un buffet digne des meilleurs : Antipasti de légumes grillés Maison, tourtes aux légumes ou au saumon fumé, saumon Bellevue, penne crème de truffe et mascarpone, gratin de macaroni, charcuterie ibérique AOP, poulet sauté aux épices, viandes froides… Choisissez ensuite votre bagel : - Philadelphia cream cheese et saumon ou - Philadelphia cream cheese et poulet Kid bagel : - Vache qui rit, jambon blanc Pour terminer, le buffet de gourmandises sucrées pour petits et grands : - Pancakes au sirop d’érable, popcorn au caramel, muffins, cheesecake, cookies, mousse au chocolat, tartes aux fruits, panna cotta, salade de fruits… Pour le cadre, vous aurez le choix entre l'intérieur avec un décor soigné, la véranda et la terrasse pour les plus beaux jours : vous resterez à l'ombre mais pourrez profiter d'un emplacement calme sur la place.;http://www.oubruncher.com/photos1/8_3.jpg;29.00€;Brunch Bastide Blanche;Horaires du brunch : Samedi (11h30 - 15h30) & Dimanche (11h30 - 15h30)
Enfants;http://www.oubruncher.com/brunch-volfoni-92100-2676.php;Angle 14/16 Boulevard de la République;183763290;Amateurs de cuisine italienne, vous allez particulièrement apprécier le brunch du Volfoni ! Vous pourrez déguster les spécialités de cette trattoria italienne qui vous offre un cadre de grande qualité avec une terrasse à couper le souffle. Vous commencerez votre brunch par une boisson chaude au choix (café, thé ou chocolat chaud) et une boisson fraîche au choix (Vittel, jus d’orange pressé ou jus de pomme) avant d'aller vous servir de viennoiseries au buffet (la rédaction a particulièrement apprécié le calzone fourré au chocolat et à la banane). Ensuite vous dégusterez une planche Volfoni à partager composée d'un assortiment de charcuteries et fromages italiens ainsi que des légumes grillés et marinés à l’huile d’olive. Pour le plat vous aurez le choix entre la pizzetta (formaggi, regina ou verdura), la pasta (Spaghetti bio all’arrabbiata, Tripoline ai Funghi ou Fusilli lunghi bucati ai Formaggi) ou la salade emiliana. Vous terminerez votre brunch par un passage au buffet de desserts italiens qui fourmillent de verrines délicieuses que nous vous conseillons de goûter. Bref, vous l’avez compris, si vous cherchez un brunch entre amis ou en amoureux le Volfoni vous conviendra parfaitement !;http://www.oubruncher.com/photos1/2676_3.jpg;28.00€;Brunch Volfoni;Horaires du brunch : Dimanche (12h00 - 15h30)
Terrasses;http://www.oubruncher.com/brunch-entrepot-75014-149.php;7-9 rue Francis de Pressensé;145400750;Dans un jardin calme et ombragé au cœur de Paris, l’Entrepôt vous propose un large assortiment de qualité pour un brunch à volonté ! Situé dans le 14ème arrondissement de Paris, vous serez charmé par l’ambiance de ce lieu unique, comme en dehors de la ville. A table, une boisson chaude (café, thé) vous sera servie ainsi qu'un jus de fruits pressé (orange ou pamplemousse) avant d'aller vous servir de mini-viennoiseries (mini croissant, pain au chocolat), de baguette fraîche à tartiner de beurre et confiture, sans oublier les pancakes et la salade de fruits. Mention spéciale aux cookies maison de l’Entrepôt, à ne pas rater ! Vous pourrez ensuite déguster un large choix d’entrées originales et gourmandes (gaspacho de betterave, saumon, tomate mozzarella, charcuterie) ainsi que des plats chauds (poulet fermier, bacon, frites maison et pomme de terre au four). Avant de passer au dessert, un joli plateau de fromage vous sera proposé. Enfin, vous finirez sur un grand choix de desserts à volonté (tarte tatin, mousse au chocolat et entremet, éclair au chocolat…).;http://www.oubruncher.com/photos1/149_3.jpg;31.00€;Brunch Entrepôt;Horaires du brunch : Dimanche (11h45 - 14h45)
Terrasses;http://www.oubruncher.com/brunch-salon-sur-l-eau-92150-2686.php;Face au 5 Quai Marcel Dassault;149295050;Situé en bord de Seine au niveau du Quai Marcel Dassault (Suresnes), le Salon sur l'eau est une grande péniche proposant depuis mars 2014 un brunch le dimanche midi. Le Brunch se présente sous la forme d'un grand buffet avec, pour commencer, un large choix de jus de fruits, mini-viennoiseries, céréales et boissons chaudes à volonté. Côté salé, vous pourrez déguster : salade thaï, tataki de saumon, guacamole, mini-sandwichs, charcuterie, fromage, œufs brouillés, bacon, poulet, etc. Vous pourrez également déguster un excellent burger de boeuf ou de saumon (avec ou sans bacon) cuisiné au barbecue ! Un deuxième buffet est dédié aux desserts : cheesecake, brownies, muffins au chocolat, cookies, salade de fruits, etc. Le lieu est particulièrement agréable et prisé les jours de grand ciel bleu. Les tables les plus ensoleillées avec superbe vue sur la Seine permettent de véritablement s'évader le temps d'une après-midi. Vous pouvez également réserver en ligne directement sur le site de l'établissement : http://www.salonsurleau.fr/menu/brunch-terrasse/;http://www.oubruncher.com/photos1/2686_3.jpg;39.00€;Brunch Salon sur l'Eau;Horaires du brunch : Dimanche (11h30 - 16h00)
Terrasses;http://www.oubruncher.com/brunch-108-cafe-75019-3637.php;4, Impasse de Joinville;140371680;Niché dans l’impasse de Joinville, au beau milieu de l’avenue de Flandre, le Café 108 vous propose un brunch buffet littéraire. En effet, ce lieu jouit d’une double-casquette puisqu’en plus d’être un resto, vous y trouverez la Libraire des Orgues. Vous pourrez ainsi tenir votre café d’une main et un bouquin dans l’autre ! Il y a aussi de quoi occuper les enfants ! Si vous n’êtes pas très café, vous pourrez toujours vous servir une tasse de thé ou de chocolat, en plus d’un jus d’oranges pressées ou de citronnade maison. Du côté de votre assiette, vous aurez le choix entre quelques salades composés (lentilles et carottes, thon et aromates, crudités et fromage), du fromage, des œufs brouillés et des saucisses de volaille. Tartines de pain au levain beurrées-confiturées ou mielées seront également les bienvenues dans votre assiette. Vous finirez ensuite avec une farandole de gâteaux et de tartes : gâteau au chocolat, tarte aux poires, tarte aux abricots etc. Et pour la note de fraîcheur, quoi de mieux qu’une tranche de pastèque ? Plus d'informations sont disponibles sur la page Facebook du 108 Café. https://fr-fr.facebook.com/librairiedesorgues;http://www.oubruncher.com/photos1/3637_3.jpg;19.90€;Brunch 108 Café;Horaires du brunch : Samedi (11h30 - 15h00) & Dimanche (11h30 - 15h00)
D'ailleurs;http://www.oubruncher.com/brunch-leslie-road-75020-2249.php;8 rue du cambodge;177322347;"Le Leslie Road vous accueille dans un cadre intimiste et chaleureux pour un brunch typiquement anglais. Celui-ci débute tout d'abord avec une partie sucrée à volonté avec des boissons chaudes (café, thé, très bon chocolat chaud), des jus de fruits pressés (orange ou pamplemousse), des toasts moelleux briochés à griller et à tartiner (beurre, confiture, pâte à tartiner), un porridge accompagné de son golden syrup (sirop de sucre) ainsi que du muesli au lait. Vous pourrez ensuite choisir entre une assiette chaude ou une assiette froide. L'assiette chaude est composée d'excellentes tranches de bacon, d’œufs brouillés, de baked beans (haricots en sauce), d'une tomate, de champignons et d'une pomme de terre au four. L'assiette froide est composée de saumon fumé, de Stilton (fromage bleu anglais), de coleslaw, de salade verte, de carottes râpées aux raisins secs et de concombre au cottage cheese."" Le tout dans une ambiance cosy et détendue, on en redemande !";http://www.oubruncher.com/photos1/2249_3.jpg;20.00€;Brunch Leslie Road;Horaires du brunch : Samedi (12h00 - 14h30) & Dimanche (11h30 - 14h30)
D'ailleurs;http://www.oubruncher.com/brunch-djakarta-bali-75001-2829.php;9, rue Vauvilliers;145088311;Grâce au restaurant Djakarta Bali, partez loin, très loin le temps d'un brunch. C'est une saveur d'Asie qui vous attend à cette élégante adresse du 1er arrondissement de Paris, dans un décor zen et intime. Ce petit bout d'Indonésie saura sans aucun doute vous conquérir ! Imaginez un brunch surprenant, dépaysant, aux saveurs exotiques mais vous découvrirez surtout le petit-déjeuner traditionnel des indonésiens. Bref, une découverte parfaite pour ensoleiller votre dimanche matin. Vous pourrez d'abord savourer un jus de fruit pressé (orange ou pamplemousse), ainsi qu'une boisson chaude (café ou thé au gingembre frais maison, un délice), grands classiques du brunch. C'est ensuite que l'Asie s'invite à votre table : le choix de plats va affoler vos papilles ! La première option consiste en un exotique Nasi Goreng spécial, c'est-à-dire un délicieux saté de poulet à la sauce cacahuète accompagné de riz sauté et d'un œuf sur le plat. Le second choix est un Mie Goreng, savoureuse assiette de nouilles sautées à l'indonésienne et son bœuf mijoté. Après cela, un bon dessert vous attend, à choisir entre un fromage blanc avec coulis de passion et une coupe de fruits exotiques. Vous en sortirez sur un petit nuage, relaxé et dépaysé !;http://www.oubruncher.com/photos1/2829_3.jpg;25.00€;Brunch Djakarta Bali;Horaires du brunch : Samedi (12h00 - 14h00) & Dimanche (12h00 - 14h00)
Terrasses;http://www.oubruncher.com/brunch-le-quai-75007-54.php;Quai Anatole France;144180439;Situé près de Concorde, au pied du Musée d’Orsay, Le Quai présente un cadre très sympa avec une verrière de 260 m², une terrasse flottante sur l’eau et un panorama non moins exceptionnel sur le Louvre, le Musée d’Orsay et le Grand Palais. Le brunch est servi sous forme de buffet à volonté, même les boissons tous les samedis, dimanches et jours fériés. Côté sucré, on trouve : - Boissons chaudes (café, chocolat, et différents thés), pas moins de 4 jus différents dont le fameux jus d’orange frais pressé minute, un smoothie de fruits frais à la minute aussi ! - Minis viennoiseries chaudes (pains au chocolat, croissants, pains au raisin) - Pancakes maisons et tartines à griller au grill pain, accompagnés de confitures, miel, Nutella et sirop d’érable. - Fruits, salades de fruits, céréales et muesli, fromage blanc et un beau plateau de fromages - Tartes aux fruits, des gateaux comme des charlottes aux fraises ou au chocolat, mini cup cakes et Cheesecake Coté salé, il n’est pas en reste, on y retrouve les incontournables d’un vrai brunch : - Saumon fumé, œufs brouillés, minis saucisses, bacon et différentes charcuteries - Crudités et salades dont la Salade Ceasar façon Le Quai - Viandes froides et les fameux wok de poulet, de bœuf sauce thai ou de saumon pétoncle - Sans oublier les accompagnements : riz et petites pommes de terre sautées ou légumes verts. Enfin, on y retrouve régulièrement des surprises du Chef comme des petites verrines salées ou sucrées, mini brochettes, patisseries, panacotta … Au-delà du cadre et de la nourriture, la qualité de l'accueil est également à souligner, avec un personnel attentionné.;http://www.oubruncher.com/photos1/54_3.jpg;35.00€;Brunch Le Quai;Horaires du brunch : Samedi (11h45 - 17h00) & Dimanche (11h45 - 17h00)
Original;http://www.oubruncher.com/brunch-the-goji-bar-75009-3923.php;29 Rue Bleue;983703706;"Niché dans le quartier du Faubourg Montmartre, The Goji Bar vous propose un brunch healthy à base de baie de Goji (l'un des meilleurs fruits anti-oxidant) de l'entrée au dessert. Original et inédit à Paris ce brunch est riche en surprises. Débutez votre brunch par un délicieux shot de Goji chaud ou froid en fonction de votre humeur, les boissons chaudes quant à elles sont au choix entre Gojicha (thé au Goji), bubble tea, cappuccino, café au lait, thé classique ou parfumé. Puis découvrez la tartine de confiture de Goji ""faite maison"" et un œuf au plat accompagné d'un jus d'orange pressé. Le plat est composé d'une délicieuse quiche à base de Goji, saumon et légumes, des tartines de rillettes à base de thon et de crevettes et un gaspacho Tomate Goji et le tout ""fait maison"". Le plus surprenant reste le dessert, après une année de test avec une chef japonaise, le Goji Bar revisite merveilleusement des classiques comme le tiramisu et le cheesecake à base de baies de Goji un régal pour les papilles ! En alternative au dessert, vous pouvez également choisir un délicieux smoothie aux fruits frais.";http://www.oubruncher.com/photos1/3923_3.jpg;23.00€;Brunch The Goji Bar;Horaires du brunch : Samedi (11h00 - 17h00)
Buffet;http://www.oubruncher.com/brunch-mamie-tevennec-75011-2021.php;41 rue Faidherbe;144939242;Mamie Tevennec, c'est un restaurant d'inspiration bretonne et corse. Dans ce lieu particulier, on se sent comme chez sa grand-mère, dans un petit village de campagne. Les meubles en bois et le carrelage vieilli par le temps ajoutent une touche rétro au lieu. Le brunch se compose d'une boisson chaude à volonté et d'un jus d'orange ou de pomme bio. Vous pourrez ensuite vous servir au buffet : mini croissants, pains au chocolat, pains au raisin, pain de campagne et pains spéciaux proposés avec du beurre, de la confiture et même du caramel au beurre salé pour la partie petit-déjeuner. Le buffet salé est lui très bien achalandé : saumon frais mariné, salades du moment, charcuteries Corses, rillettes et jambon de pays, sélection très pointue de fromages et parfaitement affinés (pour info le patron du restaurant est un ancien fromager). Au programme : excellents fromages de Corse et de Normandie, on adore ! Vous pourrez ensuite choisir une galette de Sarrasin (bio) de votre choix proposée à la carte du brunch : saumon, jambon, légumes grillés, etc. On a apprécié les recettes originales et la pâte fine et croustillante des galettes. S'il vous reste de la place, vous pourrez vous servir au buffet de mousse au chocolat, salade de fruits frais et bien sûr craquer pour le dessert du brunch : une crêpe sucrée (confiture, sucre ou Nutella). Résultat : un brunch terroir de qualité et très copieux pour un excellent rapport qualité-prix.;http://www.oubruncher.com/photos1/2021_3.jpg;21.00€;Brunch Mamie Tevennec;Horaires du brunch : Samedi (11h00 - 16h00) & Dimanche (11h00 - 16h00)
Prix;http://www.oubruncher.com/brunch-maison-alexandre-75016-2266.php;34 avenue de Versailles;142885913;La Maison Alexandre est une boulangerie-pâtisserie authentique et contemporaine située dans le 16ème arrondissement de Paris à 2 pas de la Maison de la Radio. A la simple vue des mets de la Maison Alexandre (anciennement les Petits Mitrons), l'appétit nous vient au ventre. On s'assoit avec entrain sur les chaises pour se préparer pleinement à déguster son brunch dominical, aux produits frais et faits maison, tous les matins sur place par leurs boulangers, leurs pâtissiers et leur chef cuisinier. Pour débuter ce repas, vous aurez le droit à un rafraîchissement avec le jus de fruits pressé et à une boisson chaude. Par la suite, continuez avec une boule de pain au choix parmi une belle sélection des spécialités de la maison (pain 7 céréales, pain complet, pain sensation, baguette ou tradition). Vous pourrez alors vous faire un plaisir de la tartiner avec des accompagnements sucrés et salés qui changent régulièrement : variez les saveurs en dégustant thon citronné, ananas, melon, beurre, confitures et nutella. Au menu également, un plat du jour différent en fonction des saisons et des semaines. Si vous venez en été, vous aurez peut-être la chance de déguster un tartare de saumon, gaspacho et salade verte. Rafraîchissant et nourrissant, on ne demande pas mieux. Pour finir, vous prendrez bien une petite viennoiserie tout juste sortie du four ? Pain au raisin, chausson aux pommes, croissant, etc. tout est fait maison, on apprécie grandement ! Une dernière boisson chaude vient accompagner cette viennoiserie. Les plus gourmands pourront en profiter pour acheter une excellente pâtisserie en repartant.;http://www.oubruncher.com/photos1/2266_3.jpg;14.90€;Brunch Maison Alexandre;Horaires du brunch : Samedi (10h00 - 17h00) & Dimanche (10h00 - 17h00)
Luxe;http://www.oubruncher.com/brunch-royal-monceau-raffles-la-cuisine-75008-550.php;37 avenue Hoche;142998800;"Après une rénovation débutée en 2008 sous la direction de Philippe Starck, le Royal Monceau a réouvert ses portes en octobre 2010. Le Royal Monceau propose un brunch d’exception dans la salle du restaurant La Cuisine (récompensé d’une étoile au Guide Michelin depuis 2013). En cuisine justement, le Chef Exécutif Laurent André (passé chez Alain Ducasse et Alain Chapel) élabore un brunch fidèle à ses valeurs : une cuisine de saison sublimée par des produits du terroir et des artisans d’exception. Il est associé à Pierre Hermé pour un majestueux buffet de desserts. Le buffet varie entre le samedi et le dimanche. Nous avons goûté le brunch un dimanche, la description du buffet ci-après correspond donc à ce jour. Jus de fruits et boissons chaudes vous seront tout d’abord proposés, accompagnés d’une corbeille de pains. Vous pourrez ensuite choisir entre différentes recettes d’œufs : brouillés, pochés, omelette blanche, etc. (de délicieuses recettes de saison sont également proposées). Le buffet se compose ensuite de plusieurs ateliers : charcuteries artisanales, antipasti italiens, mezzés libanais, poissons et huîtres, salades, stand de pâtes fraîches préparées à la minute, plats chauds, viandes à la découpe, mini-burgers, etc. Le buffet de fromages de la maison Marie Quatrehomme (servis avec fruits secs, fruits confits, miel et chutney) mérite une attention toute particulière pour la qualité et la variété des produits proposés . Enfin le buffet sucré Pierre Hermé est absolument irrésistible. Il représente sans aucun doute le point d’orgue du brunch : viennoiseries (notamment les « croissants Ispahan » à la pâte d'amande à la rose, compote de framboises et de letchis), kougelhopfs, cakes (infiniment vanille, citron ou chocolat), mousse au chocolat, pâtisseries (tartes fines au chocolat, Ispahan, etc.), crêpes accompagnées de pâte à tartiner Pierre Hermé, yaourts fermiers Pierre Hermé Paris, etc. La liste des desserts, tous plus gourmands les uns que les autres, est interminable. Brunch du samedi : de 12h30 à 15h30 (78€ par personne – hors boissons minérales, soft-drinks, boissons alcoolisées; brunch gratuit pour les enfants de – 6 ans et réduction de -50% pour les enfants de 6 à 12 ans) Brunch Royal du dimanche : 12h00 à 15h30 (120€ par personne – hors boissons minérales, soft-drinks, boissons alcoolisées; brunch gratuit pour les enfants de – 6 ans et réduction de -50% pour les enfants de 6 à 12 ans) Aux beaux jours le brunch est servi dans le jardin.";http://www.oubruncher.com/photos1/550_3.jpg;120.00€;Brunch Royal Monceau Raffles La Cuisine;Horaires du brunch : Samedi (12h30 - 15h30) & Dimanche (12h00 - 15h30)
Terrasses;http://www.oubruncher.com/brunch-saint-james-albany-75001-89.php;202 rue de Rivoli;144584344;"Situé entre la rue du Faubourg St-Honoré et le Jardin des Tuileries, le 202 Rivoli est le restaurant du Saint James & Albany Hôtel-Spa. Ce restaurant propose un brunch 4 étoiles, à l'image de l'hôtel qui l'abrite. Pour le cadre, vous aurez le choix entre le restaurant Le Jardin du Saint James et la terrasse. Le service est excellent et la terrasse très agréable. Brunch du samedi à 31€ : corbeille du boulanger, céréales, confiture et miel, oeufs brouillés saucisses, bacon. Pour les boissons, jus de fruits (orange et pamplemousse), café, thé, chocolat et infusion. Les fraîcheurs de la mer : saumon ""Bellevue"", bouquet de crevettes roses, tarama blanc, mini-blinis et pains suédois, oeufs de lompe. Ardoise de charcuteries, assortiment de salades, terrine de légumes, verrine de guacamole aux agrumes, panier de légumes crus. Pour les plats chaud, c'est poisson du marché et sa garniture et mini-hamburgers pour les enfants. Un assortiment de fromages est également proposé si vous le souhaitez avant de déguster les gourmandises tels que mini-crêpes, farandole de douceurs, tartes de saison, mini-macarons, brownies, fruits frais, coulis passion et fruits rouges, salade de fruits. Accompagnements : pains tradition, assortiment de sauces froides et condiments, coulis de fruits. Brunch du dimanche à 41€ : proche de celui du samedi mais néanmoins différent, ce buffet propose différents pains de tradition, des viennoiseries et céréales accompagnés de confitures et miel. La partie salée du brunch se compose d'œufs brouillés, de saucisses et de bacon. Un assortiment de salades, du saumon façon ""Bellevue"", des huîtres fines claires, du tarama blanc accompagné de mini-blinis et de pain suédois, de maki, club sandwich volaille, finger sandwich, rillettes et pain noir, carpaccio de boeuf au pesto, des ardoises de charcuteries et saumon fumé, un plateau de fromages vous est également proposé. Pour les plats chauds, viande et poisson de saison et sa garniture, mini-hamburgers pour les enfants. Pour la note sucrée, l'établissement propose une tarte de saison, des crêpes, des mini-macarons, des brownies, des fruits frais coulis passion et fruits rouges, farandole de douceurs. Pour les boissons vous aurez le droit à du jus d'orange et de pamplemousse ainsi qu'un large choix de boissons chaudes.";http://www.oubruncher.com/photos1/89_3.jpg;41.00€;Brunch Saint James Albany;Horaires du brunch : Samedi (12h00 - 15h00) & Dimanche (12h00 - 15h00)
Buffet;http://www.oubruncher.com/brunch-barrio-latino-75012-107.php;46 rue du Faubourg Saint-Antoine;null;Ouvert en 1999 dans un immeuble, classé aux monuments historiques, et dont la façade et la structure métallique sont signées par Gustave Eiffel, le Barrio Latino est un restaurant/bar pour les aficionados de musiques latines situé dans le quartier animé de la Bastille. Cette hacienda de 3 000 m2 se déploie sur 4 niveaux reliés par un grand grandiose. En passant la porte, vous entrez dans une atmosphère chaleureuse, colorée et détendue caractéristique de l’Amérique du Sud. Le brunch a lieu au 1er étage. La formule inclut boissons chaudes et jus de fruits (orange et pamplemousse) à volonté, une assiette salée au choix (pavé de cabillaud sauce cururu purée « Barrio » ou côtes d’agneau grillées et tarte arlésienne ou hamburger « Barrio») ainsi qu'un très copieux buffet aux saveurs sud-américaines. Céréales, viennoiseries, oeufs brouillés, pancakes, saumon fumé, rouleaux mexicains, charcuterie, salades composées, fromages, fruits frais, pâtisseries, etc ... Vous serez supris par la variétés des entrées, l'originalités des plats et la qualité des desserts qui font de ce brunch un excellent moment. Pour les plus sportifs, un cours de salsa vous est proposé après le brunch.;http://www.oubruncher.com/photos1/107_3.jpg;34.00€;Brunch Barrio Latino;Horaires du brunch : Dimanche (12h00 - 15h00)
D'ailleurs;http://www.oubruncher.com/brunch-le-china-75012-1132.php;50 rue de Charenton;143460809;C'est tout proche de la place de la Bastille que se trouve ce restaurant à la cuisine à mi chemin entre l'Asie et l'Europe. Le China est un lieu d'exception sur trois étages. Pour le brunch, vous serez accueilli dans la salle la plus cosy avec de larges fauteuils style club sur lesquelles vous pourrez vous affaler pour un réveil en douceur. L'ambiance est très chaleureuse, la décoration un peu baroque. Le sol en damier noir et blanc et les murs rouges donnent une côté très design et moderne à la pièce. Le brunch est un brunch buffet à volonté. Pour 32€, vous aurez le droit à : des boissons chaudes à volonté, des jus de fruits frais pressés, du pain frais et des viennoiseries bio, des pancakes maison, des oeufs bio brouillés ou à la coque, du bacon et des saucisses, des légumes sautés au wok et des bouchées vapeurs pour la touche asiatique, de la charcuterie, du fromage, du saumon fumé, de la salade verte et de la salade de fruits frais de saison, du clafoutis et du fromage blanc. Un brunch assez classique donc (à part les petites touches asiatiques) mais préparés avec des produits de qualité. La réservation est très vivement conseillée ! Le lieu est parfait pour un brunch entre amis. Le restaurant propose des brunchs les jours fériés.;http://www.oubruncher.com/photos1/1132_3.jpg;32.00€;Brunch Le China;Horaires du brunch : Samedi (12h00 - 16h00) & Dimanche (12h00 - 16h00)
